,r_points,r_text,place,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,scores,compound,score
2047,50,"If you don't have time to enter the Turkish part of Nicosia, then a visit to the Shacolas Tower will allow you to see some of the key buildings!The 2€ entrance fee also includes a short audiovideo which provides a brief history of this fascinating city!",Shacolas Tower,Review 161 Similarity,0.492365964,,,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.7656}",0.7656,pos
2048,40,"Every tourist visiting the historic centre of Nicosia should clime 11th floor in the pedestrian area up to the observatory of the Shiakolas building, to get to know Nicosia (both sides) easily and quickly.",Shacolas Tower,Review 190 Similarity,0.492365964,,,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.34}",0.34,pos
2049,50,"There is not much you can really say about this, but I would say it is a must do when coming to visit the Capital. You get to see an excellent view and one you cannot get anywhere else as high up locally, that I know of. Just give it a go and view as far as the eye can see, it will not be an event, as it is something that does not take long but still it is worth it.",Shacolas Tower,Review 197 Similarity,0.492365964,,,"{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.8126}",0.8126,pos
2050,50,"The Shacolas Tower is located on Ledra Street, right in the middle of Nicosia, which makes possible for everybody to see almost every important building in the Cypriot capital. The observatory have electronic information panels, making this visit an introduction to the city's complex history.",Shacolas Tower,Review 260 Similarity,0.492365964,,,"{'neg': 0.0, 'neu': 0.967, 'pos': 0.033, 'compound': 0.1335}",0.1335,pos
2051,50,"The building has previously housed a Woolworths and a Debenhams. It now houses a H&M fashion store.Pros:-Two lifts.-Helpful member of staff.-9 minute introductory video of history of Nicosia.-Touchscreens and information boards highlighting the main sites.-Photos of old Nicosia.-Small gift shop - postcards, maps on 9th floor.-Toilets on 9th floor.Cons:-None.",Shacolas Tower,Review 95 Similarity,0.476731295,,,"{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.4404}",0.4404,pos
2052,40,"The observatory deck is at the 11th floor and it offers some nice circular views of the city below in addition to the Turkish region. There are some interactive screens with info about the attractions that appear through the windows. Also, the wall in the middle of the room offers some chronological history of the city of Nicosia. It would have been nice if there was an outside deck.",Shacolas Tower,Review 112 Similarity,0.476731295,,,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.8126}",0.8126,pos
2053,50,The only place in the city to observe all of the old town including the main attractions of the Northern part. Good interactive guides and a souvenir shop. On top of that the entrance is really cheap - 2 euros. A good place to start your Nicosia experience.,Shacolas Tower,Review 234 Similarity,0.476731295,,,"{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.8646}",0.8646,pos
2054,50,Fast lifts take you up go the eleventh floor for panoramic views across the Old City to the mountains.There is a short video presentation and information detailing Nicosia's history and touch-point diagrams identifying important buildingsEntry is 2.5 euros and the tower is easily located in the H and M building just off Ledra Street.,Shacolas Tower,Review 6 Similarity,0.45584230600000003,,,"{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.4939}",0.4939,pos
2056,50,"This is tucked away behind the H&M shop very close to the crossing between the North and South of Nicosia.The viewing platform is on floor 11, but you can only see the South from here unless you pay, but if you go to the toilets on the 9th floor you can get a good view of the North.Compare and contrast the two areas.",Shacolas Tower,Review 25 Similarity,0.45584230600000003,,,"{'neg': 0.024, 'neu': 0.917, 'pos': 0.059, 'compound': 0.5023}",0.5023,pos
2057,30,"At the the tower you get what you expect, a good panorama view of the city.It isn't the prettiest of cities to look down upon, both trying to make out the green line and see differences between the two parts of the city was interesting.",Shacolas Tower,Review 73 Similarity,0.45584230600000003,,,"{'neg': 0.06, 'neu': 0.827, 'pos': 0.113, 'compound': 0.3822}",0.3822,pos
2058,50,"The tower is located on Ledras street, at the heart of the divided city of Nicosia. You can clearly see the division line across the city from here. Spent a very informative hour here, took lots of beautiful pictures. Very worth visiting",Shacolas Tower,Review 180 Similarity,0.45584230600000003,,,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.8313}",0.8313,pos
2059,50,"If don't have tour guide with you and don't like to be part of the turist crowd- this is the place you can get all info you need. Get into Debenhams, take elevator, get off on 6th floor, go through restaurant take another elevator and press 11. You will find yourself infront of the small museum (entrance fee 2eur) from where you can enjoy 360 deg view of Leukosia. It gives you brief info of all the points of intetests in both sides of the city. You also get coupon of -20% discount in café on 6th floor where you will find toilet facilities, too.",Shacolas Tower,Review 208 Similarity,0.45584230600000003,,,"{'neg': 0.019, 'neu': 0.951, 'pos': 0.03, 'compound': 0.2709}",0.2709,pos
2060,50,"Wonderful opportunity to see the centre of Nicosia from above, including the Turkish part of the city. Interactive screens with names and explanations, really great to get a general idea of one's whereabouts.2,50 € entry fee, money well spent.",Shacolas Tower,Review 65 Similarity,0.45226701700000005,,,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.9184}",0.9184,pos
2061,50,"This is the place to visit if you want to see the whole of Nicosia. It is interesting to see the old and new. There is a lot of information available regarding the places you can see from there, and a small room to watch an interesting video. Adults find it very interesting, my four-year-old was mesmerised.",Shacolas Tower,Review 78 Similarity,0.45226701700000005,,,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.8126}",0.8126,pos
2062,50,"For a very moderate fee Eur 2,50 you can visit the museum and go to the observatory. A real must once in Nicosia, let you understand the history of this tiny island since the beginning.",Shacolas Tower,Review 84 Similarity,0.45226701700000005,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
2063,40,"The tower offers a nice view of the city from all directions, there are pictures below the windows with explanations about the most important buildings. It would have been nice to be able to go out on the terrace and enjoy the views in the open air.",Shacolas Tower,Review 109 Similarity,0.45226701700000005,,,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.8718}",0.8718,pos
2064,50,The 360° view of the city at the 11th floor is really nice. You can see both greek and turkish sides.The explanations of buildings are well detailed.,Shacolas Tower,Review 113 Similarity,0.45226701700000005,,,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.6361}",0.6361,pos
2065,50,"The tower offers an excellent panoramic view of the entire city, including the Turkish part of Cyprus. Staff kindly provided us with binoculars. There is an interactive multi-language dashboard and small museum. You can also buy souvenirs here.",Shacolas Tower,Review 142 Similarity,0.45226701700000005,,,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.7845}",0.7845,pos
2067,50,"If you are not sure what to visit in Nicosia, this place will help you. Nice views, interesting and helpful guide on the touchscreens. Ticket is only 2 euros. Selimiye Mosque looks really nice here.",Shacolas Tower,Review 153 Similarity,0.45226701700000005,,,"{'neg': 0.045, 'neu': 0.636, 'pos': 0.32, 'compound': 0.9028}",0.9028,pos
2068,30,"There is 2 euros entrance, is at leedras street, they have binoculars if you would like to see more clearly far. Audio and video with the history of nicosia is accompanied, they have screens to explain what is what. If you are local you have to visit it at least one time.",Shacolas Tower,Review 244 Similarity,0.45226701700000005,,,"{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.6697}",0.6697,pos
2069,50,The entrance to the shacolas building is next to H&M. Take the elevator to the 11 th floor observatory for a panoramic unhindered view of both the Greek Cypriot and Turkish occupied portion of this divided city. I strongly recommend visiting here before walking over to the Turkish occupied part of the city . There are interactive exhibits with touch screens which provide explanations (in several languages) about the history of the main monuments on both sides of Lefkosia. You can also see the enormous flag which the Turks painted on the mountain as a provocation. There is an entrance fee of 2€. You will spend about 20 minutes here in the air conditioned room .,Shacolas Tower,Review 136 Similarity,0.43519414,,,"{'neg': 0.0, 'neu': 0.96, 'pos': 0.04, 'compound': 0.5574}",0.5574,pos
2070,50,"The tower gives superb views of both sides of the border in Nicosia, and is very much worth visiting. We ascended the tower before crossing the border into Northern Cyprus, and it gave us an amazing view from above. An excellent experience.",Shacolas Tower,Review 24 Similarity,0.426401433,,,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.9297}",0.9297,pos
2071,40,Great to see all of Nicosia and brush up on some historical elements. I am local and always take visitors there!,Shacolas Tower,Review 74 Similarity,0.426401433,,,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.6588}",0.6588,pos
2072,50,We decided to pop up the observatory to get views of ALL the city as its has 360dg views also has pointers identifying key sites also has a film playing on loop of the history of Nicosia,Shacolas Tower,Review 89 Similarity,0.426401433,,,"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.2023}",0.2023,pos
2073,40,This is an excellent way to understand the layout of the old town of Nicosia - well worth the entrance fee.,Shacolas Tower,Review 91 Similarity,0.426401433,,,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.7717}",0.7717,pos
2075,50,"Went on a cloudless December day. Super views across the buffer zone, into Turkey and all around Nicosia. The information there was really helpful and insightful for planning the rest of the trip across the Ledra Street crossing.",Shacolas Tower,Review 123 Similarity,0.426401433,,,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.7902}",0.7902,pos
2076,40,The lift of the observatory takes you to a magnificent viewpoint from where you can see most of Nicosia and far beyond. On that top level there are sufficient well document options to explain what you are looking at.,Shacolas Tower,Review 152 Similarity,0.426401433,,,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.7783}",0.7783,pos
2077,50,"Really, you must visit the museum to see the only divided city in the world. You can see the Greek Cypriot and the Turkish Cypriot from the top of the observatory. Come during late afternoon where the lights of both parts of the city were all lighting up. It was beautiful scenery! A recommended for all visiting Nicosia.",Shacolas Tower,Review 170 Similarity,0.426401433,,,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.7777}",0.7777,pos
2078,50,"If you only have a short amount of time to do some tourism, this observatory is well worth the 2Euro entry fee, with interesting computer displays to supplement the marvellous view of the whole city and an interesting short video. It gave me a taste of the City and a sense that I need to come back and spend more tourist time in this interesting country.",Shacolas Tower,Review 218 Similarity,0.426401433,,,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.8779}",0.8779,pos
2079,40,"Probably one of the best views of the city? You access the tower, which is also a great landmark for bearings, via Debenhams. The observatory is on the 11th floor and costs €2 to enter. You get a 360 view of the city, and can see the Turkish side and mountains with the Turkish flag cut into the side of the hills.There are diagrams and points of interest marked out and a video to watch which shows the history of the city. Worth a couple of Euro and 30 mins!A free view is from the Debenhams cafe on the 5th floor. It's not 360 but it's good. And the cafe is good value too.",Shacolas Tower,Review 228 Similarity,0.426401433,,,"{'neg': 0.012, 'neu': 0.803, 'pos': 0.185, 'compound': 0.9609}",0.9609,pos
