,r_points,r_text,place,No of review,cosine sim,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,scores,compound,score
1281,50,"I always like to eat the food of the country I’m in so headed straight for Elliniko. The food is excellent, but beware, the portions are huge. I have had dinner there 2 nights running and have really enjoyed everything. I recommend a glass of ouzo to finish off. The service is nice too.",To Elliniko Ouzomezedopoleio,,,Review 97 Similarity,0.177084401,Review 137 Similarity,0.0,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.9632}",0.9632,pos
1282,40,"Staying at the hotel next door on business and for a few cold days, we had no incentive to go anywhere else. Everything we tried was good, and even on a busy night when they were fully booked later on they fitted us in. The atmosphere of a Cypriot taverna with no frills, really good food (fish or meat), generous portions, pleasant English-speaking service and reasonable prices.",To Elliniko Ouzomezedopoleio,,,Review 8 Similarity,0.165647289,Review 140 Similarity,0.0,"{'neg': 0.058, 'neu': 0.747, 'pos': 0.195, 'compound': 0.8885}",0.8885,pos
1283,50,"You will not be let down ... if you are after very good service and consistently good food. It's not off the charts by Michelin standards (unlike say Pyragmena which by Cypriot standards is unique) - but I've never having now gone many times been disappointed, and the food has a certain high consistency. If I had an important business lunch in Nicosia other than Skinny Fox and Pyxida, it's where I most obviously would head to just for its very good service and food quality which never disappoints.",To Elliniko Ouzomezedopoleio,,,Review 43 Similarity,0.162822402,Review 142 Similarity,0.0,"{'neg': 0.042, 'neu': 0.794, 'pos': 0.164, 'compound': 0.8738}",0.8738,pos
1284,50,"Have visited on many occasions. These guys maintain a good quality consistency (the number one criterion for great restaurants and the one at which most fail). Mouth-watering Greek tastes, fava beans, black eye beans with dill, pastourmali, a variety of Greek cheeses,agiorgitiki tigania, oven baked sardines and many more.... If you like authentic Greek tastes, this is a great choice, possibly one of the best you can get in Cyprus.",To Elliniko Ouzomezedopoleio,,,Review 127 Similarity,0.161295568,Review 144 Similarity,0.0,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.959}",0.959,pos
1285,50,The food was very nice and the service very good. The staff was friendly and the food was served on time.,To Elliniko Ouzomezedopoleio,,,Review 36 Similarity,0.156173762,Review 145 Similarity,0.0,"{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.8586}",0.8586,pos
1287,20,"Just a food, some of it was too salty, some overcooked, some tasteless. We took Armenian pastourma (too salty and the garnish didn’t compensate its saltiness), grilled octopus (which was dry and chewy like a rubber) and sardines (tasteless and dry). Never go again and do not recommend anyone at least if you are not starving or have no choice.",To Elliniko Ouzomezedopoleio,,,Review 99 Similarity,0.156173762,Review 147 Similarity,0.0,"{'neg': 0.068, 'neu': 0.855, 'pos': 0.077, 'compound': 0.1336}",0.1336,pos
1288,40,"A lot of items on the menu, took me time to decide but the salad had a delicious flavor and the kebabs were juicy. Recommended.",To Elliniko Ouzomezedopoleio,,,Review 175 Similarity,0.156173762,Review 148 Similarity,0.0,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.8047}",0.8047,pos
1289,50,We had dinner in this restaurants with friends and our teenager kids and was really good food in a family friendly environment at very reasonable prices.,To Elliniko Ouzomezedopoleio,,,Review 180 Similarity,0.156173762,Review 149 Similarity,0.0,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.8588}",0.8588,pos
1290,40,"Close to the Hilton, furniture and facilities are very nice, the food are fresh and lovely, kitchen and food are displayed. Best places for family or friends group. To be suggesting...",To Elliniko Ouzomezedopoleio,,,Review 144 Similarity,0.139686059,Review 156 Similarity,0.0,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.9476}",0.9476,pos
1291,50,Excellent food . The staff was very friendly and the food was very fresh. The music was pleasant. Looking forward to comeback.,To Elliniko Ouzomezedopoleio,,,Review 25 Similarity,0.11805626699999999,Review 163 Similarity,0.0,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.9199}",0.9199,pos
1292,50,The food is very good and the service is excellent. It is very good for a casual or a business meal.,To Elliniko Ouzomezedopoleio,,,Review 118 Similarity,0.11805626699999999,Review 164 Similarity,0.0,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.9032}",0.9032,pos
1293,50,Visited it with a friend. Nice environment. Polite staff. Food is really good. Tried many traditional greek food. You can also buy cheese and other greek traditional food.,To Elliniko Ouzomezedopoleio,,,Review 185 Similarity,0.117130321,Review 165 Similarity,0.0,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.8479}",0.8479,pos
1294,40,"Supper the first day, lunch on the third day;We had supper here the first night we are in Nicosia on business and lunch on the last day before heading to the airportGreek Meze!Salad, different of fish in small portions, chicken, lamb, dips, fried cheese etc.What can i say!I can go on and on.Good food at reasonable price.I will be back:-)",To Elliniko Ouzomezedopoleio,,,Review 151 Similarity,0.110431526,Review 167 Similarity,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1295,50,"In general the quality of dining in Cyprus is not of the highest standards. In 3,5 years there have been very few venues that have pleasantly surprised me with their menu, style, ingredients and taste. To Elliniko is by far one of the best experiences I've had on the island. It is recommended for everyone.Please, order fish and you'll know what I mean.",To Elliniko Ouzomezedopoleio,,,Review 218 Similarity,0.110431526,Review 168 Similarity,0.0,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.875}",0.875,pos
1296,40,"Excellent food but a few setbacks. Waiters in a hurry to serve , as a result no time left between starters and main dish, like they wanted us to eat as fast as possible and get out of there. ThEy should be mor3 careful with their timing. Food quality was excellent and highly recommended. On a busy night it can be crowded and noisy",To Elliniko Ouzomezedopoleio,,,Review 31 Similarity,0.104115841,Review 169 Similarity,0.0,"{'neg': 0.067, 'neu': 0.722, 'pos': 0.211, 'compound': 0.8844}",0.8844,pos
1297,50,The food was perfect and the portion are huge and is value for money. The staff are very friendly and professional,To Elliniko Ouzomezedopoleio,,,Review 38 Similarity,0.090166963,Review 170 Similarity,0.0,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.8977}",0.8977,pos
1298,40,"Went here for a business dinner. Service good, setting casual and food was quite good. The mezedes were fresh and well done and the mains were delicious. Perhaps not very Cypriot but certainly quite Greek. Good ouzo selection.",To Elliniko Ouzomezedopoleio,,,Review 46 Similarity,0.090166963,Review 171 Similarity,0.0,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.9394}",0.9394,pos
1299,40,some foods were excellent but some others seemed they were not freshly made . generally it was ok.the service was very good.,To Elliniko Ouzomezedopoleio,,,Review 47 Similarity,0.090166963,Review 172 Similarity,0.0,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.7677}",0.7677,pos
1300,50,"Excellent presentation of menus., plates and quick professional service... Professional personnel. Relaxing atmosphere. It was an unforgettable time.",To Elliniko Ouzomezedopoleio,,,Review 72 Similarity,0.090166963,Review 173 Similarity,0.0,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.7845}",0.7845,pos
1301,50,Lovely atmosphere with very good service and delicious plates and desserts!!!! Highly recommended!!!!!,To Elliniko Ouzomezedopoleio,,,Review 108 Similarity,0.090166963,Review 174 Similarity,0.0,"{'neg': 0.0, 'neu': 0.457, 'pos': 0.543, 'compound': 0.9163}",0.9163,pos
1302,50,"A must for every visitor in town and for local too. I had a business obligation 2 days ago and all 25 colleagues from all over Europe were excited! Each time I visit is better than last time! Congrats to all, management and staff. Delicious plates, excellent service, best choice ala- ellinika in town.",To Elliniko Ouzomezedopoleio,,,Review 165 Similarity,0.090166963,Review 175 Similarity,0.0,"{'neg': 0.0, 'neu': 0.673, 'pos': 0.327, 'compound': 0.9678}",0.9678,pos
1303,50,A very good Greek style food that is serving fresh authentic tastes. I would be happy to come back very soon.,To Elliniko Ouzomezedopoleio,,,Review 209 Similarity,0.090166963,Review 176 Similarity,0.0,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.8479}",0.8479,pos
1305,50,Helpful staff and excellent traditional food...traditional decoration.. Not expensive value for money.!! However you have to reserve a table before because is very busy,To Elliniko Ouzomezedopoleio,,,Review 236 Similarity,0.090166963,Review 179 Similarity,0.0,"{'neg': 0.07, 'neu': 0.687, 'pos': 0.243, 'compound': 0.7226}",0.7226,pos
1306,40,"Food is good, service is ok, atmosphere is good as well, price vs value is not good. A little commercial products quality. Local tavernas are much better in terms of value for money.",To Elliniko Ouzomezedopoleio,,,Review 203 Similarity,0.08662961599999999,Review 181 Similarity,0.0,"{'neg': 0.0, 'neu': 0.537, 'pos': 0.463, 'compound': 0.9565}",0.9565,pos
1307,50,"Amazing Greek cuisine, top taste and quality, excellent service. Highly recommend the grilled chicken and staffed eggplant!",To Elliniko Ouzomezedopoleio,,,Review 62 Similarity,0.078086881,Review 185 Similarity,0.0,"{'neg': 0.0, 'neu': 0.512, 'pos': 0.488, 'compound': 0.9078}",0.9078,pos
1308,40,we have had nice food here the staff was also friendly and was very close to our hotel which was very convinient,To Elliniko Ouzomezedopoleio,,,Review 134 Similarity,0.078086881,Review 186 Similarity,0.0,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.7184}",0.7184,pos
1309,40,Attentive wait staff when you need them but do not bother you to much- one of my pet peeves. Food was good. The beer could have been colder but good for being out of the States. Will probably drop in again during my stay.,To Elliniko Ouzomezedopoleio,,,Review 243 Similarity,0.063757671,Review 189 Similarity,0.0,"{'neg': 0.05, 'neu': 0.756, 'pos': 0.194, 'compound': 0.8227}",0.8227,pos
1311,50,"Very nice open plan, new style tavern. Very nice taste of the traditional Greek cuisine. Good service!",To Elliniko Ouzomezedopoleio,,,Review 160 Similarity,0.059028134,Review 192 Similarity,0.0,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.8548}",0.8548,pos
1312,40,Excellent interior design and excellent quality. Very good service. Absolute Greek culture fusion!!!,To Elliniko Ouzomezedopoleio,,,Review 35 Similarity,0.055215763,Review 194 Similarity,0.0,"{'neg': 0.0, 'neu': 0.466, 'pos': 0.534, 'compound': 0.9094}",0.9094,pos
1313,30,"We were there last week, OK i was really frustrated as i couldnt find parking nearby. When there is a wedding party in the hotel, dont expect to find parking nearby. Anyway the problem was my food, i ordered this beef with mashed potato, called a name i cant remember... meat was not too hot, and before i finish my dish the meat was cold - maybe the kitchen staff didnt reheat it enough :) we were offered desserts and it was a nice gesture but really i wasnt excited.. better luck next time for me. The staff was very helpful and the manager was a nice guy but ....",To Elliniko Ouzomezedopoleio,,,Review 125 Similarity,0.05205792099999999,Review 195 Similarity,0.0,"{'neg': 0.095, 'neu': 0.771, 'pos': 0.135, 'compound': 0.5625}",0.5625,pos
1314,40,"Bright, spacious and well decorated with plenty of seating both indoors and out. The food is mainly Greek (as opposed to Cypriot)-and it's all good. Lots of starters and salads (good for vegetarians) and a good selection of meats/souvlaki and saganaki. Relaxed and unpretentious. I'd go again",To Elliniko Ouzomezedopoleio,,,Review 249 Similarity,0.047088160999999996,Review 196 Similarity,0.0,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.9186}",0.9186,pos
1315,40,"The portions were big with a good tasteWe ordered zucchini balls, Greek salad, chips, feta pie and octopus plate.Tasteful and delicious.",To Elliniko Ouzomezedopoleio,,,Review 6 Similarity,0.0,Review 198 Similarity,0.0,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.765}",0.765,pos
1316,50,"All what we have ordered was exceptional, nice atmosphere , waiter was very friendly , all was perfect",To Elliniko Ouzomezedopoleio,,,Review 45 Similarity,0.0,Review 200 Similarity,0.0,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.8748}",0.8748,pos
1317,50,"Unsusual decor, modern with a touch of old greece. Scrumptious is the only word to describe whatever emerged from the kitchens, salads and dips and souvlaki - could not reach the dessert stage as the appetizers filled us up.",To Elliniko Ouzomezedopoleio,,,Review 83 Similarity,0.0,Review 202 Similarity,0.0,"{'neg': 0.027, 'neu': 0.893, 'pos': 0.079, 'compound': 0.4635}",0.4635,pos
